"";"ID";"Description";"GeneRatio";"BgRatio";"pvalue";"p.adjust";"qvalue";"geneID";"Count"
"umls:C0023487";"umls:C0023487";"Acute Promyelocytic Leukemia";0,0901639344262295;0,0246245900696162;0,000214800338752997;0,00449174141080731;0,00271962124026106;"NDRG1/MTOR/BAX/MAP2K1/STAT3/VAV1/ATG7/PRKN/ABCB1/PTGS1/TP53";11
"umls:C0025286";"umls:C0025286";"Meningioma";0,0901639344262295;0,0246821241585639;0,00021916034102815;0,00449174141080731;0,00271962124026106;"MTR/MTOR/STAT3/AP2B1/XRCC1/UBE2I/WT1/ABCB1/EPB41/DSP/TP53";11
"umls:C0007115";"umls:C0007115";"Malignant neoplasm of thyroid";0,0901639344262295;0,0260629422933088;0,000348755305709873;0,00629420289828771;0,00381096023281967;"TSC2/MTOR/MAP2K1/STAT3/XRCC1/WT1/P2RX7/ABCC1/PKN1/WNK1/TP53";11
"umls:C1512409";"umls:C1512409";"Hepatocarcinogenesis";0,0901639344262295;0,0270985558943674;0,000483905373169383;0,00750760792408406;0,00454564234814699;"NDRG1/MTOR/BAX/MAP2K1/CPS1/STAT3/IFNL3/SMAD2/PRKN/TP53/NOX4";11
"umls:C0151744";"umls:C0151744";"Myocardial Ischemia";0,0901639344262295;0,0273862263391059;0,000528425450746825;0,0078319146415158;0,0047420008105831;"MTR/SETD2/BAX/EPHX2/STAT3/ITGB3/P2RX7/PRKG1/DMD/ABCB1/RPL17";11
"umls:C0376545";"umls:C0376545";"Hematologic Neoplasms";0,0901639344262295;0,0285944422070077;0,000754708371978529;0,00991208569732197;0,00600148502156975;"MTOR/STAT3/ADAMTS2/XRCC1/WT1/PRKG1/SMAD2/ABCC1/PRKN/ABCB1/TP53";11
"umls:C0038220";"umls:C0038220";"Status Epilepticus";0,0819672131147541;0,00914792014268454;1,76926108124776e-07;8,71285740193505e-05;5,27538651193401e-05;"GRIA1/TSC2/MTOR/BAX/ABCC2/DMD/POLG/ANK3/ABCB1/TP53";10
"umls:C0020429";"umls:C0020429";"Hyperalgesia";0,0819672131147541;0,0101835337437432;4,79286472516962e-07;0,00012715470115875;7,69885428485142e-05;"ESR2/TRPV1/MTOR/EPHX2/STAT3/C3/SCN11A/ANK1/PLA2G4A/PTGS1";10
"umls:C0014556";"umls:C0014556";"Epilepsy, Temporal Lobe";0,0819672131147541;0,0110465450779587;1,0104619415112e-06;0,000157691501813484;9,54777041948049e-05;"GRIA1/TRPV1/MTOR/SLC1A1/TLN2/C3/P2RX7/ABCB1/P2RX4/TP53";10
"umls:C0812413";"umls:C0812413";"Malignant Pleural Mesothelioma";0,0819672131147541;0,0138081813474484;7,44910456161405e-06;0,000598862860665517;0,000362594371962457;"ESR2/SETD2/MTOR/STAT3/CALB2/XRCC1/PAPPA/CUL4A/WNK1/TP53";10
"umls:C0271650";"umls:C0271650";"Impaired glucose tolerance";0,0819672131147541;0,0168574880616765;4,1549640752026e-05;0,001695864567925;0,00102679759979906;"ESR2/TCF7L2/CAMKK2/STAT3/P2RX7/PRKG1/GAD1/PKN1/GCGR/PTGES2";10
"umls:C3463824";"umls:C3463824";"MYELODYSPLASTIC SYNDROME";0,0819672131147541;0,0170876244174673;4,6577248831385e-05;0,00184432001715917;0,00111668313773281;"STAT3/ITGB3/WT1/P2RX7/PRKG1/POLG/ATG7/ABCB1/PKN1/TP53";10
"umls:C0022665";"umls:C0022665";"Kidney Neoplasm";0,0819672131147541;0,0174903630401013;5,66297587145263e-05;0,00204325107945227;0,00123713021891569;"CALB1/SETD2/NDRG1/TSC2/MTOR/XRCC1/WT1/ABCB1/TP53/NOX4";10
"umls:C0020179";"umls:C0020179";"Huntington Disease";0,0819672131147541;0,0182383061964214;8,02510328951529e-05;0,00247565104966094;0,00149893606117507;"CALB1/MTR/BAX/STAT3/GSR/DMD/RPH3A/ATG7/PPT1/TP53";10
"umls:C0003130";"umls:C0003130";"Anoxia";0,0819672131147541;0,0191013175306369;0,000117448297178816;0,00321422922930171;0,00194612407162276;"NDRG1/MTOR/BAX/MAP2K1/STAT3/TKT/ITGB3/PDE3A/TP53/NOX4";10
"umls:C0018671";"umls:C0018671";"Head and Neck Neoplasms";0,0819672131147541;0,0191588516195846;0,000120375991317175;0,00322583338347945;0,00195315005582147;"MTR/BAX/EPHX2/STAT3/XRCC1/ABCC1/FURIN/ABCB1/PTGS1/TP53";10
"umls:C3272363";"umls:C3272363";"Ischemic Cerebrovascular Accident";0,0819672131147541;0,0194465220643231;0,000135958787184094;0,00353626139607257;0,00214110535854415;"ESR2/MTR/EPHX2/ECE1/CAMKK2/ITGB3/P2RX7/ABCB1/PTGS1/TP53";10
"umls:C0023492";"umls:C0023492";"Leukemia, T-Cell";0,0819672131147541;0,0197341925090616;0,000153214270483118;0,00383469301501615;0,00232179718726155;"MTOR/STAT3/VAV1/VAC14/FCGRT/ABCC1/PLEK/WNK1/TP53/RPL17";10
"umls:C0034069";"umls:C0034069";"Pulmonary Fibrosis";0,0819672131147541;0,0204821356653817;0,000206945143177211;0,00443065916804277;0,00268263768541404;"SETD2/MTOR/ECE1/CAST/WT1/SMAD2/ATG7/PLA2G4A/TP53/NOX4";10
"umls:C0497327";"umls:C0497327";"Dementia";0,0819672131147541;0,023128703756976;0,00054059084242666;0,00796770836087738;0,00482422003241569;"ESR2/SEL1L/MTR/TSC2/BAX/ECE1/SLC6A3/PRKN/WNK1/TP53";10
"umls:C0242383";"umls:C0242383";"Age related macular degeneration";0,0819672131147541;0,0234739082906622;0,000606269234899718;0,00878924743272651;0,00532163849558222;"MTR/TCF7L2/STAT3/IFNL3/ITGB3/XRCC1/C3/P2RX7/P2RX4/RPE";10
"umls:C0278996";"umls:C0278996";"Cancer of Head and Neck";0,0819672131147541;0,0247396582475117;0,00090627983454742;0,0110291761516253;0,00667785141245467;"MTR/MTOR/BAX/STAT3/XRCC1/ADAM12/PRKN/ABCB1/TP53/NOX4";10
"umls:C0032460";"umls:C0032460";"Polycystic Ovary Syndrome";0,0819672131147541;0,0249697946033025;0,000972133860238986;0,0116174375279911;0,00703402688821571;"ESR2/MTR/BAX/TCF7L2/STAT3/ITGB3/C3/PAPPA/DMD/POLG";10
"umls:C0029456";"umls:C0029456";"Osteoporosis";0,0819672131147541;0,025257465048041;0,00105993235600147;0,0121294642990026;0,00734404448599522;"ESR2/TRPV1/BAX/CLCN7/CAMKK2/GSR/P2RX7/DMD/PLEK/NOX4";10
"umls:C1709246";"umls:C1709246";"Non-Neoplastic Disorder";0,0819672131147541;0,0265232150048904;0,0015270890927268;0,015555896589916;0,00941865145563585;"ESR2/HEY2/STAT3/VAV1/XRCC1/CEMIP/DMD/ADAM12/ABCC1/TP53";10
"umls:C0023493";"umls:C0023493";"Adult T-Cell Lymphoma/Leukemia";0,0819672131147541;0,026983487716472;0,00173374587138571;0,0169103963117143;0,0102387623828738;"STAT3/IFNL3/VAV1/C3/FCGRT/ABCC1/ABCB1/WNK1/TP53/RPL17";10
"umls:C0035335";"umls:C0035335";"Retinoblastoma";0,0819672131147541;0,0271560899833151;0,00181686386948219;0,0174335843004668;0,0105555377794799;"ESR2/TRPV1/MTR/TSC2/MTOR/BAX/XRCC1/RBL2/WT1/TP53";10
"umls:C0085669";"umls:C0085669";"Acute leukemia";0,0819672131147541;0,0275012945170013;0,00199280064188017;0,0184839134273626;0,0111914820918346;"SETD2/TSC2/CD200/STAT3/XRCC1/UBE2I/WT1/ABCC1/ABCB1/TP53";10
"umls:C0007787";"umls:C0007787";"Transient Ischemic Attack";0,0737704918032787;0,00995339738795236;3,62384088314906e-06;0,000331518960792912;0,000200725269970434;"ESR2/BAX/STAT3/ITGB3/XRCC1/C3/GSR/ANK1/TP53";9
"umls:C0041341";"umls:C0041341";"Tuberous Sclerosis";0,0737704918032787;0,0102986019216386;4,78955482445457e-06;0,000409893191912193;0,00024817863029262;"ANXA6/TSC2/MTOR/STAT3/XRCC1/ABCC1/PRKN/ABCB1/TP53";9
"umls:C0027055";"umls:C0027055";"Myocardial Reperfusion Injury";0,0737704918032787;0,0112766814337495;9,98825307272931e-06;0,00067945731799874;0,000411392015897029;"BAX/ECE1/STAT3/CAST/C3/GSR/PRKG1/ANK1/TP53";9
"umls:C0017658";"umls:C0017658";"Glomerulonephritis";0,0737704918032787;0,0117369541453311;1,37635407702391e-05;0,000849178457289405;0,000514153322286044;"BAX/EPHX2/STAT3/ITGB3/CAST/C3/WT1/P2RX7/ABCB1";9
"umls:C0024668";"umls:C0024668";"Mammary Neoplasms, Experimental";0,0737704918032787;0,0119095564121742;1,54634095411397e-05;0,000911653900280971;0,000551980420111795;"ESR2/MTOR/BAX/STAT3/TKT/ITGB3/UBE2I/FURIN/TP53";9
"umls:C0497406";"umls:C0497406";"Overweight";0,0737704918032787;0,0123698291237558;2,0896105813313e-05;0,000989953012905704;0,000599388298329242;"ESR2/HEY2/ACSM3/LBP/TCF7L2/XRCC1/SLC6A3/GAD1/TP53";9
"umls:C2937358";"umls:C2937358";"Cerebral Hemorrhage";0,0737704918032787;0,0130027041021805;3,0957446305049e-05;0,00134639516470975;0,000815203849206295;"MTOR/BAX/ITGB3/C3/SORCS2/PRKG1/SEMA3F/ABCC1/MCC";9
"umls:C0020473";"umls:C0020473";"Hyperlipidemia";0,0737704918032787;0,0133479086358668;3,79984648564002e-05;0,00157515511350047;0,000953711469915571;"ESR2/SEL1L/MTR/ACSM3/TCF7L2/ITGB3/C3/ABCB1/PTGS1";9
"umls:C0149931";"umls:C0149931";"Migraine Disorders";0,0737704918032787;0,0133479086358668;3,79984648564002e-05;0,00157515511350047;0,000953711469915571;"ESR2/GRIA1/TRPV1/MTR/ITGB3/C3/SLC6A3/PRKG1/ANK3";9
"umls:C0038525";"umls:C0038525";"Subarachnoid Hemorrhage";0,0737704918032787;0,0140958517921869;5,80094420063682e-05;0,00204325107945227;0,00123713021891569;"ACSM3/STAT3/ITGB3/SORCS2/PRKG1/SEMA3F/ABCC1/MCC/TP53";9
"umls:C0525045";"umls:C0525045";"Mood Disorders";0,0737704918032787;0,0158218744606179;0,000139934990272767;0,00359971366171102;0,00217952389460631;"GRIA1/SLC6A3/P2RX7/DMD/POLG/GAD1/ANK3/FKBP4/P2RX4";9
"umls:C0021364";"umls:C0021364";"Male infertility";0,0737704918032787;0,015994476727461;0,000151825959710609;0,00383469301501615;0,00232179718726155;"ESR2/MTR/BAX/XRCC1/WT1/POLG/PDE3A/ABCB1/TP53";9
"umls:C0007113";"umls:C0007113";"Rectal Carcinoma";0,0737704918032787;0,0161095449053564;0,000160213276041146;0,00395458142323366;0,00239438619709745;"ESR2/SETD2/MAP2K1/TCF7L2/STAT3/XRCC1/SMAD2/PTGS1/TP53";9
"umls:C0149521";"umls:C0149521";"Pancreatitis, Chronic";0,0737704918032787;0,0167999539727288;0,000219083087597176;0,00449174141080731;0,00271962124026106;"RYR3/HEY2/STAT3/ABCC2/P2RX7/PPT1/ABCB1/WNK1/TP53";9
"umls:C0079772";"umls:C0079772";"T-Cell Lymphoma";0,0737704918032787;0,0172602266843105;0,000267555125882003;0,00510664567600687;0,00309192822488403;"MTR/MTOR/STAT3/VAV1/ABCC1/FURIN/FKBP4/ABCB1/TP53";9
"umls:C0279628";"umls:C0279628";"Adenocarcinoma Of Esophagus";0,0737704918032787;0,0172602266843105;0,000267555125882003;0,00510664567600687;0,00309192822488403;"DOCK2/MTR/TSC2/MTOR/STAT3/XRCC1/FKBP4/PTGS1/TP53";9
"umls:C0023267";"umls:C0023267";"Fibroid Tumor";0,0737704918032787;0,018123238018526;0,000382473816818064;0,00681008749005587;0,00412331363097397;"ESR2/TSC2/MTOR/BAX/XRCC1/PAPPA/SMAD2/ADAM12/TP53";9
"umls:C0400966";"umls:C0400966";"Non-alcoholic Fatty Liver Disease";0,0737704918032787;0,0182383061964214;0,000400486427402275;0,00703636087349825;0,0042603157073257;"TRPV1/MTOR/LBP/TCF7L2/STAT3/IFNL3/ABCC2/GSR/TP53";9
"umls:C0374997";"umls:C0374997";"Helicobacter pylori (H. pylori) infection in conditions classified elsewhere and of unspecified site";0,0737704918032787;0,0185259766411599;0,000448601262641145;0,00750760792408406;0,00454564234814699;"SETD2/BAX/STAT3/ABCC1/FKBP4/ABCB1/PTGS1/WNK1/TP53";9
"umls:C0042133";"umls:C0042133";"Uterine Fibroids";0,0737704918032787;0,018698578908003;0,000479688346648081;0,00750760792408406;0,00454564234814699;"ESR2/TSC2/MTOR/BAX/XRCC1/PAPPA/SMAD2/ADAM12/TP53";9
"umls:C0035078";"umls:C0035078";"Kidney Failure";0,0737704918032787;0,0191013175306369;0,00055916738890342;0,00815094001516909;0,00493516157007877;"TSC2/STAT3/ABCC2/XRCC1/PAPPA/WT1/PRKN/ABCB1/TP53";9
"umls:C0278488";"umls:C0278488";"Carcinoma breast stage IV";0,0737704918032787;0,0196766584201139;0,000691187748003367;0,00954575968592348;0,00577968507577092;"ESR2/SETD2/BAX/STAT3/NISCH/XRCC1/SMAD2/ABCB1/TP53";9
"umls:C0018213";"umls:C0018213";"Graves Disease";0,0737704918032787;0,020424601576434;0,000899892826251331;0,0110291761516253;0,00667785141245467;"ESR2/SEL1L/MTOR/BAX/ANXA3/STAT3/GAD1/ABCB1/TP53";9
"umls:C1961099";"umls:C1961099";"Precursor T-Cell Lymphoblastic Leukemia-Lymphoma";0,0737704918032787;0,0208848742880157;0,00105202472252161;0,0121294642990026;0,00734404448599522;"GRIA1/MTOR/BAX/HEY2/WT1/FCGRT/SEMA3F/ABCB1/TP53";9
"umls:C0035412";"umls:C0035412";"Rhabdomyosarcoma";0,0737704918032787;0,0212876129106496;0,00120168524577904;0,0132836289877159;0,00804285826780185;"ESR2/MTOR/WT1/FCGRT/ABCC1/ABCB1/PKN1/WNK1/TP53";9
"umls:C0025362";"umls:C0025362";"Mental Retardation";0,0737704918032787;0,0235889764685576;0,00242132648343058;0,0206337249841334;0,0124931316387754;"TSC2/MAP2K1/TCF7L2/CPS1/SLC1A1/WT1/DMD/PRKN/TP53";9
"umls:C0220641";"umls:C0220641";"Lip and Oral Cavity Carcinoma";0,0737704918032787;0,0241067832690869;0,00279908758785913;0,0222174991238912;0,0134520616831226;"NDRG1/MTOR/XRCC1/GSR/ABCB1/PKN1/WNK1/DSP/TP53";9
"umls:C0021051";"umls:C0021051";"Immunologic Deficiency Syndromes";0,0737704918032787;0,0245670559806685;0,00317281440046594;0,0239814148274533;0,0145200623035268;"ESR2/ADAMTS12/MTOR/STAT3/C3/DMD/PPT1/MCC/TP53";9
"umls:C0005695";"umls:C0005695";"Bladder Neoplasm";0,0737704918032787;0,0254300673148841;0,00397912401628442;0,0277076535832089;0,0167761935318415;"ESR2/TRPV1/MTR/NDRG1/BAX/STAT3/XRCC1/SMAD2/TP53";9
"umls:C1519670";"umls:C1519670";"Tumor Angiogenesis";0,0737704918032787;0,0254876014038318;0,00403810840818357;0,0280447686044791;0,0169803070567323;"ANXA6/SETD2/NDRG1/MTOR/STAT3/SMAD2/SEMA3F/PTGS1/TP53";9
"umls:C0494165";"umls:C0494165";"Secondary malignant neoplasm of liver";0,0737704918032787;0,0260054082043611;0,0046004014095499;0,0296955351326907;0,0179797990804793;"SETD2/NDRG1/BAX/RBL2/CEMIP/SEMA3F/ADAM12/ABCB1/TP53";9
"umls:C0993582";"umls:C0993582";"Arthritis, Experimental";0,0655737704918033;0,00960819285426615;2,33542722298752e-05;0,00108699796887472;0,000658146249728339;"ESR2/MTOR/BAX/STAT3/ITGB3/ABCB1/PTGS1/TP53";8
"umls:C0027947";"umls:C0027947";"Neutropenia";0,0655737704918033;0,0105287382774294;4,49103045556519e-05;0,00180525815130522;0,00109303229269417;"MTR/LBP/STAT3/ABCC2/XRCC1/ABCC1/ABCB1/TP53";8
"umls:C1319315";"umls:C1319315";"Adenocarcinoma of large intestine";0,0655737704918033;0,0107013405442725;5,03918758409165e-05;0,00193753111023118;0,00117311979455742;"ESR2/BAX/CAST/WT1/SMAD2/ABCC1/ABCB1/TP53";8
"umls:C0023893";"umls:C0023893";"Liver Cirrhosis, Experimental";0,0655737704918033;0,010989010989011;6,07641454443986e-05;0,00209360101122064;0,00126761566573004;"TRPV1/MTOR/LBP/CPS1/ECE1/SMAD2/ABCB1/PLA2G4A";8
"umls:C0085207";"umls:C0085207";"Gestational Diabetes";0,0655737704918033;0,0112766814337495;7,28557937408994e-05;0,00235715147310495;0,00142718794927615;"MTOR/TCF7L2/C3/PAPPA/GSR/SMAD2/GAD1/UBR5";8
"umls:C2145472";"umls:C2145472";"Urothelial Carcinoma";0,0655737704918033;0,0113917496116449;7,82218143152047e-05;0,00247050563545521;0,00149582065971181;"MTR/TSC2/MTOR/SH3GL2/STAT3/XRCC1/PLA2G4A/TP53";8
"umls:C0086692";"umls:C0086692";"Benign Neoplasm";0,0655737704918033;0,0119095564121742;0,000106604915891423;0,00305339373856695;0,00184874277185834;"ESR2/TSC2/MTOR/STAT3/ABCC2/XRCC1/ADAM12/TP53";8
"umls:C0007133";"umls:C0007133";"Carcinoma, Papillary";0,0655737704918033;0,0134054427248145;0,000239857792429419;0,0048207782069337;0,00291884363036119;"SETD2/TSC2/NBR1/STAT3/XRCC1/P2RX7/KATNB1/TP53";8
